nominal,data,curs,cdx
1,11.11.2020,"76,3978",Äמככאנ ÑØÀ
1,10.11.2020,"76,9515",Äמככאנ ÑØÀ
1,07.11.2020,"77,1875",Äמככאנ ÑØÀ
1,06.11.2020,"78,4559",Äמככאנ ÑØÀ
1,04.11.2020,"80,0006",Äמככאנ ÑØÀ
1,03.11.2020,"80,5749",Äמככאנ ÑØÀ
1,31.10.2020,"79,3323",Äמככאנ ÑØÀ
1,30.10.2020,"78,8699",Äמככאנ ÑØÀ
1,29.10.2020,"77,5520",Äמככאנ ÑØÀ
1,28.10.2020,"76,4556",Äמככאנ ÑØÀ
1,27.10.2020,"76,4443",Äמככאנ ÑØÀ
1,24.10.2020,"76,4667",Äמככאנ ÑØÀ
1,23.10.2020,"77,0809",Äמככאנ ÑØÀ
1,22.10.2020,"77,0322",Äמככאנ ÑØÀ
1,21.10.2020,"77,7780",Äמככאנ ÑØÀ
1,20.10.2020,"77,9241",Äמככאנ ÑØÀ
1,17.10.2020,"77,9644",Äמככאנ ÑØÀ
1,16.10.2020,"77,9461",Äמככאנ ÑØÀ
1,15.10.2020,"77,2759",Äמככאנ ÑØÀ
1,14.10.2020,"77,2855",Äמככאנ ÑØÀ
1,13.10.2020,"77,0239",Äמככאנ ÑØÀ
1,10.10.2020,"77,0284",Äמככאנ ÑØÀ
1,09.10.2020,"77,9157",Äמככאנ ÑØÀ
1,08.10.2020,"78,0921",Äמככאנ ÑØÀ
1,07.10.2020,"78,5119",Äמככאנ ÑØÀ
1,06.10.2020,"78,1281",Äמככאנ ÑØÀ
1,03.10.2020,"78,0915",Äמככאנ ÑØÀ
1,02.10.2020,"77,2774",Äמככאנ ÑØÀ
1,01.10.2020,"78,7847",Äמככאנ ÑØÀ
1,30.09.2020,"79,6845",Äמככאנ ÑØÀ
1,29.09.2020,"78,6713",Äמככאנ ÑØÀ
1,26.09.2020,"76,8195",Äמככאנ ÑØÀ
1,25.09.2020,"77,1780",Äמככאנ ÑØÀ
1,24.09.2020,"76,3545",Äמככאנ ÑØÀ
1,23.09.2020,"76,2711",Äמככאנ ÑØÀ
1,22.09.2020,"76,0381",Äמככאנ ÑØÀ
1,19.09.2020,"75,0319",Äמככאנ ÑØÀ
1,18.09.2020,"75,1941",Äמככאנ ÑØÀ
1,17.09.2020,"74,9278",Äמככאנ ÑØÀ
1,16.09.2020,"75,1884",Äמככאנ ÑØÀ
1,15.09.2020,"74,7148",Äמככאנ ÑØÀ
1,12.09.2020,"74,8896",Äמככאנ ÑØÀ
1,11.09.2020,"75,5274",Äמככאנ ÑØÀ
1,10.09.2020,"76,0713",Äמככאנ ÑØÀ
1,09.09.2020,"75,9645",Äמככאנ ÑØÀ
1,08.09.2020,"75,5910",Äמככאנ ÑØÀ
1,05.09.2020,"75,1823",Äמככאנ ÑØÀ
1,04.09.2020,"75,4680",Äמככאנ ÑØÀ
1,03.09.2020,"73,8588",Äמככאנ ÑØÀ
1,02.09.2020,"73,5849",Äמככאנ ÑØÀ
1,01.09.2020,"73,8039",Äמככאנ ÑØÀ
1,29.08.2020,"74,6382",Äמככאנ ÑØÀ
1,28.08.2020,"75,2354",Äמככאנ ÑØÀ
1,27.08.2020,"75,5379",Äמככאנ ÑØÀ
1,26.08.2020,"74,5126",Äמככאנ ÑØÀ
1,25.08.2020,"74,4184",Äמככאנ ÑØÀ
1,22.08.2020,"74,0999",Äמככאנ ÑØÀ
1,21.08.2020,"73,7711",Äמככאנ ÑØÀ
1,20.08.2020,"73,2392",Äמככאנ ÑØÀ
1,19.08.2020,"73,4321",Äמככאנ ÑØÀ
1,18.08.2020,"72,9676",Äמככאנ ÑØÀ
1,15.08.2020,"73,2157",Äמככאנ ÑØÀ
1,14.08.2020,"73,6067",Äמככאנ ÑØÀ
1,13.08.2020,"73,2351",Äמככאנ ÑØÀ
1,12.08.2020,"73,1522",Äמככאנ ÑØÀ
1,11.08.2020,"73,7750",Äמככאנ ÑØÀ
1,08.08.2020,"73,6376",Äמככאנ ÑØÀ
1,07.08.2020,"73,0397",Äמככאנ ÑØÀ
1,06.08.2020,"73,2806",Äמככאנ ÑØÀ
1,05.08.2020,"73,3806",Äמככאנ ÑØÀ
1,04.08.2020,"74,1586",Äמככאנ ÑØÀ
1,01.08.2020,"73,4261",Äמככאנ ÑØÀ
1,31.07.2020,"73,3633",Äמככאנ ÑØÀ
1,30.07.2020,"72,2348",Äמככאנ ÑØÀ
1,29.07.2020,"71,9196",Äמככאנ ÑØÀ
1,28.07.2020,"71,5850",Äמככאנ ÑØÀ
1,25.07.2020,"71,5974",Äמככאנ ÑØÀ
1,24.07.2020,"70,9630",Äמככאנ ÑØÀ
1,23.07.2020,"70,7881",Äמככאנ ÑØÀ
1,22.07.2020,"70,9668",Äמככאנ ÑØÀ
1,21.07.2020,"71,9628",Äמככאנ ÑØÀ
1,18.07.2020,"71,7139",Äמככאנ ÑØÀ
1,17.07.2020,"71,2310",Äמככאנ ÑØÀ
1,16.07.2020,"70,7998",Äמככאנ ÑØÀ
1,15.07.2020,"71,1275",Äמככאנ ÑØÀ
1,14.07.2020,"70,7479",Äמככאנ ÑØÀ
1,11.07.2020,"71,2298",Äמככאנ ÑØÀ
1,10.07.2020,"70,8800",Äמככאנ ÑØÀ
1,09.07.2020,"71,2379",Äמככאנ ÑØÀ
1,08.07.2020,"72,1719",Äמככאנ ÑØÀ
1,07.07.2020,"71,3409",Äמככאנ ÑØÀ
1,04.07.2020,"70,4999",Äמככאנ ÑØÀ
1,03.07.2020,"70,5198",Äמככאנ ÑØÀ
1,02.07.2020,"70,4413",Äמככאנ ÑØÀ
1,01.07.2020,"70,4413",Äמככאנ ÑØÀ
1,30.06.2020,"69,9513",Äמככאנ ÑØÀ
1,27.06.2020,"69,1284",Äמככאנ ÑØÀ
1,26.06.2020,"69,4660",Äמככאנ ÑØÀ
1,25.06.2020,"68,8376",Äמככאנ ÑØÀ
1,24.06.2020,"68,8376",Äמככאנ ÑØÀ
1,23.06.2020,"69,4835",Äמככאנ ÑØÀ
1,20.06.2020,"69,5725",Äמככאנ ÑØÀ
1,19.06.2020,"69,6180",Äמככאנ ÑØÀ
1,18.06.2020,"69,4822",Äמככאנ ÑØÀ
1,17.06.2020,"69,7524",Äמככאנ ÑØÀ
1,16.06.2020,"70,3950",Äמככאנ ÑØÀ
1,12.06.2020,"69,1219",Äמככאנ ÑØÀ
1,11.06.2020,"68,6183",Äמככאנ ÑØÀ
1,10.06.2020,"68,6745",Äמככאנ ÑØÀ
1,09.06.2020,"68,3123",Äמככאנ ÑØÀ
1,06.06.2020,"68,6319",Äמככאנ ÑØÀ
1,05.06.2020,"69,0151",Äמככאנ ÑØÀ
1,04.06.2020,"68,3413",Äמככאנ ÑØÀ
1,03.06.2020,"68,9831",Äמככאנ ÑØÀ
1,02.06.2020,"69,7114",Äמככאנ ÑØÀ
1,30.05.2020,"70,7520",Äמככאנ ÑØÀ
1,29.05.2020,"71,1012",Äמככאנ ÑØÀ
1,28.05.2020,"71,0635",Äמככאנ ÑØÀ
1,27.05.2020,"71,1408",Äמככאנ ÑØÀ
1,26.05.2020,"71,5962",Äמככאנ ÑØÀ
1,23.05.2020,"71,8804",Äמככאנ ÑØÀ
1,22.05.2020,"70,9240",Äמככאנ ÑØÀ
1,21.05.2020,"72,3381",Äמככאנ ÑØÀ
1,20.05.2020,"72,3918",Äמככאנ ÑØÀ
1,19.05.2020,"72,9798",Äמככאנ ÑØÀ
1,16.05.2020,"73,2056",Äמככאנ ÑØÀ
1,15.05.2020,"73,9298",Äמככאנ ÑØÀ
1,14.05.2020,"73,5819",Äמככאנ ÑØÀ
1,13.05.2020,"73,4326",Äמככאנ ÑØÀ
1,09.05.2020,"73,8725",Äמככאנ ÑØÀ
1,08.05.2020,"74,1169",Äמככאנ ÑØÀ
1,07.05.2020,"73,9719",Äמככאנ ÑØÀ
1,01.05.2020,"72,7263",Äמככאנ ÑØÀ
1,30.04.2020,"73,6894",Äמככאנ ÑØÀ
1,29.04.2020,"74,5706",Äמככאנ ÑØÀ
1,28.04.2020,"74,4960",Äמככאנ ÑØÀ
1,25.04.2020,"74,7163",Äמככאנ ÑØÀ
1,24.04.2020,"75,1290",Äמככאנ ÑØÀ
1,23.04.2020,"77,0416",Äמככאנ ÑØÀ
1,22.04.2020,"76,2562",Äמככאנ ÑØÀ
1,21.04.2020,"74,6657",Äמככאנ ÑØÀ
1,18.04.2020,"73,9441",Äמככאנ ÑØÀ
1,17.04.2020,"74,7119",Äמככאנ ÑØÀ
1,16.04.2020,"73,7145",Äמככאנ ÑØÀ
1,15.04.2020,"73,3150",Äמככאנ ÑØÀ
1,14.04.2020,"73,5245",Äמככאנ ÑØÀ
1,11.04.2020,"73,7515",Äמככאנ ÑØÀ
1,10.04.2020,"74,6050",Äמככאנ ÑØÀ
1,09.04.2020,"75,7499",Äמככאנ ÑØÀ
1,08.04.2020,"75,4550",Äמככאנ ÑØÀ
1,07.04.2020,"76,4074",Äמככאנ ÑØÀ
1,28.03.2020,"77,7325",Äמככאנ ÑØÀ
1,27.03.2020,"78,7223",Äמככאנ ÑØÀ
1,26.03.2020,"77,7928",Äמככאנ ÑØÀ
1,25.03.2020,"78,8493",Äמככאנ ÑØÀ
1,24.03.2020,"80,8815",Äמככאנ ÑØÀ
1,21.03.2020,"78,0443",Äמככאנ ÑØÀ
1,20.03.2020,"80,1570",Äמככאנ ÑØÀ
1,19.03.2020,"77,2131",Äמככאנ ÑØÀ
1,18.03.2020,"73,8896",Äמככאנ ÑØÀ
1,17.03.2020,"74,1262",Äמככאנ ÑØÀ
1,14.03.2020,"73,1882",Äמככאנ ÑØÀ
1,13.03.2020,"74,0274",Äמככאנ ÑØÀ
1,12.03.2020,"71,4720",Äמככאנ ÑØÀ
1,11.03.2020,"72,0208",Äמככאנ ÑØÀ
1,07.03.2020,"67,5175",Äמככאנ ÑØÀ
1,06.03.2020,"66,1854",Äמככאנ ÑØÀ
1,05.03.2020,"66,0784",Äמככאנ ÑØÀ
1,04.03.2020,"66,4437",Äמככאנ ÑØÀ
1,03.03.2020,"66,3274",Äמככאנ ÑØÀ
1,29.02.2020,"66,9909",Äמככאנ ÑØÀ
1,28.02.2020,"65,6097",Äמככאנ ÑØÀ
1,27.02.2020,"65,5177",Äמככאנ ÑØÀ
1,26.02.2020,"64,9213",Äמככאנ ÑØÀ
1,22.02.2020,"64,3008",Äמככאנ ÑØÀ
1,21.02.2020,"63,7413",Äמככאנ ÑØÀ
1,20.02.2020,"63,6873",Äמככאנ ÑØÀ
1,19.02.2020,"63,7698",Äמככאנ ÑØÀ
1,18.02.2020,"63,3085",Äמככאנ ÑØÀ
1,15.02.2020,"63,4536",Äמככאנ ÑØÀ
1,14.02.2020,"63,6016",Äמככאנ ÑØÀ
1,13.02.2020,"63,0470",Äמככאנ ÑØÀ
1,12.02.2020,"63,9490",Äמככאנ ÑØÀ
1,11.02.2020,"63,7708",Äמככאנ ÑØÀ
1,08.02.2020,"63,4720",Äמככאנ ÑØÀ
1,07.02.2020,"62,7977",Äמככאנ ÑØÀ
1,06.02.2020,"63,1742",Äמככאנ ÑØÀ
1,05.02.2020,"63,4342",Äמככאנ ÑØÀ
1,04.02.2020,"63,9091",Äמככאנ ÑØÀ
1,01.02.2020,"63,1385",Äמככאנ ÑØÀ
1,31.01.2020,"63,0359",Äמככאנ ÑØÀ
1,30.01.2020,"62,3934",Äמככאנ ÑØÀ
1,29.01.2020,"62,8299",Äמככאנ ÑØÀ
1,28.01.2020,"62,3380",Äמככאנ ÑØÀ
1,25.01.2020,"61,8031",Äמככאנ ÑØÀ
1,24.01.2020,"61,9515",Äמככאנ ÑØÀ
1,23.01.2020,"61,8343",Äמככאנ ÑØÀ
1,22.01.2020,"61,8552",Äמככאנ ÑØÀ
1,21.01.2020,"61,4654",Äמככאנ ÑØÀ
1,18.01.2020,"61,5333",Äמככאנ ÑØÀ
1,17.01.2020,"61,5694",Äמככאנ ÑØÀ
1,16.01.2020,"61,4328",Äמככאנ ÑØÀ
1,15.01.2020,"61,4140",Äמככאנ ÑØÀ
1,14.01.2020,"60,9474",Äמככאנ ÑØÀ
1,11.01.2020,"61,2632",Äמככאנ ÑØÀ
1,10.01.2020,"61,2340",Äמככאנ ÑØÀ
1,01.01.2020,"61,9057",Äמככאנ ÑØÀ
