,ID,ds,y
12035,Говядина|лопатка|Санкт-Петербург,2023-04-17,436.63
12036,Говядина|лопатка|УФО,2023-04-17,477.43
12037,Говядина|лопатка|ЦФО,2023-04-17,426.34
12038,Говядина|лопатка|ЮФО,2023-04-17,395.0
12039,Говядина|полутуши|Москва,2023-04-17,377.08
12040,Говядина|полутуши|ПФО,2023-04-17,342.95
12041,Говядина|полутуши|СЗФО,2023-04-17,318.75
12042,Говядина|полутуши|СФО,2023-04-17,306.84
12043,Говядина|полутуши|Санкт-Петербург,2023-04-17,397.5
12044,Говядина|полутуши|УФО,2023-04-17,322.85
12045,Говядина|полутуши|ЦФО,2023-04-17,316.45
12046,Говядина|полутуши|ЮФО,2023-04-17,312.5
12047,Кура|бедро|Москва,2023-04-17,144.98
12048,Кура|бедро|ПФО,2023-04-17,163.28
12049,Кура|бедро|СЗФО,2023-04-17,120.5
12050,Кура|бедро|СФО,2023-04-17,166.93
12051,Кура|бедро|Санкт-Петербург,2023-04-17,179.77
12052,Кура|бедро|УФО,2023-04-17,160.53
12053,Кура|бедро|ЦФО,2023-04-17,120.24
12054,Кура|бедро|ЮФО,2023-04-17,111.73
12055,Кура|голень|Москва,2023-04-17,152.85
12056,Кура|голень|ПФО,2023-04-17,161.37
12057,Кура|голень|СЗФО,2023-04-17,147.67
12058,Кура|голень|СФО,2023-04-17,174.24
12059,Кура|голень|Санкт-Петербург,2023-04-17,156.96
12060,Кура|голень|УФО,2023-04-17,176.68
12061,Кура|голень|ЦФО,2023-04-17,147.19
12062,Кура|голень|ЮФО,2023-04-17,141.35
12063,Кура|тушка|Москва,2023-04-17,163.15
12064,Кура|тушка|ПФО,2023-04-17,141.65
12065,Кура|тушка|СЗФО,2023-04-17,122.46
12066,Кура|тушка|СФО,2023-04-17,160.15
12067,Кура|тушка|Санкт-Петербург,2023-04-17,160.75
12068,Кура|тушка|УФО,2023-04-17,147.47
12069,Кура|тушка|ЦФО,2023-04-17,152.55
12070,Кура|тушка|ЮФО,2023-04-17,140.53
12071,Кура|филе бедра|Москва,2023-04-17,241.87
12072,Кура|филе бедра|ПФО,2023-04-17,269.75
12073,Кура|филе бедра|СЗФО,2023-04-17,222.25
12074,Кура|филе бедра|СФО,2023-04-17,252.5
12075,Кура|филе бедра|Санкт-Петербург,2023-04-17,243.67
12076,Кура|филе бедра|УФО,2023-04-17,266.93
12077,Кура|филе бедра|ЦФО,2023-04-17,237.44
12078,Кура|филе бедра|ЮФО,2023-04-17,218.17
12079,Кура|филе грудки|Москва,2023-04-17,243.93
12080,Кура|филе грудки|ПФО,2023-04-17,247.0
12081,Кура|филе грудки|СЗФО,2023-04-17,252.2
12082,Кура|филе грудки|СФО,2023-04-17,250.92
12083,Кура|филе грудки|Санкт-Петербург,2023-04-17,252.29
12084,Кура|филе грудки|УФО,2023-04-17,256.03
12085,Кура|филе грудки|ЦФО,2023-04-17,233.49
12086,Кура|филе грудки|ЮФО,2023-04-17,229.33
12087,Свинина|корейка|Москва,2023-04-17,282.96
12088,Свинина|корейка|ПФО,2023-04-17,243.5
12089,Свинина|корейка|СЗФО,2023-04-17,288.31
12090,Свинина|корейка|СФО,2023-04-17,289.81
12091,Свинина|корейка|Санкт-Петербург,2023-04-17,284.53
12092,Свинина|корейка|УФО,2023-04-17,298.36
12093,Свинина|корейка|ЦФО,2023-04-17,276.85
12094,Свинина|корейка|ЮФО,2023-04-17,289.0
12095,Свинина|лопатка|Москва,2023-04-17,227.42
12096,Свинина|лопатка|ПФО,2023-04-17,216.99
12097,Свинина|лопатка|СЗФО,2023-04-17,220.82
12098,Свинина|лопатка|СФО,2023-04-17,243.88
12099,Свинина|лопатка|Санкт-Петербург,2023-04-17,228.8
12100,Свинина|лопатка|УФО,2023-04-17,236.24
12101,Свинина|лопатка|ЦФО,2023-04-17,223.12
12102,Свинина|лопатка|ЮФО,2023-04-17,220.71
12103,Свинина|окорок|Москва,2023-04-17,241.46
12104,Свинина|окорок|ПФО,2023-04-17,251.44
12105,Свинина|окорок|СЗФО,2023-04-17,229.29
12106,Свинина|окорок|СФО,2023-04-17,254.36
12107,Свинина|окорок|Санкт-Петербург,2023-04-17,244.73
12108,Свинина|окорок|УФО,2023-04-17,251.54
12109,Свинина|окорок|ЦФО,2023-04-17,233.34
12110,Свинина|окорок|ЮФО,2023-04-17,224.67
12111,Свинина|полутуши|Москва,2023-04-17,209.07
12112,Свинина|полутуши|ПФО,2023-04-17,174.12
12113,Свинина|полутуши|СЗФО,2023-04-17,190.69
12114,Свинина|полутуши|СФО,2023-04-17,194.3
12115,Свинина|полутуши|Санкт-Петербург,2023-04-17,195.82
12116,Свинина|полутуши|УФО,2023-04-17,190.26
12117,Свинина|полутуши|ЦФО,2023-04-17,183.05
12118,Свинина|полутуши|ЮФО,2023-04-17,185.17
12119,Свинина|ребро|Москва,2023-04-17,174.49
12120,Свинина|ребро|ПФО,2023-04-17,153.14
12121,Свинина|ребро|СЗФО,2023-04-17,133.96
12122,Свинина|ребро|СФО,2023-04-17,208.53
12123,Свинина|ребро|Санкт-Петербург,2023-04-17,159.01
12124,Свинина|ребро|УФО,2023-04-17,188.92
12125,Свинина|ребро|ЦФО,2023-04-17,166.6
12126,Свинина|ребро|ЮФО,2023-04-17,213.0
12127,Свинина|шея|Москва,2023-04-17,375.75
12128,Свинина|шея|ПФО,2023-04-17,343.49
12129,Свинина|шея|СЗФО,2023-04-17,383.56
12130,Свинина|шея|СФО,2023-04-17,356.53
12131,Свинина|шея|Санкт-Петербург,2023-04-17,388.15
12132,Свинина|шея|УФО,2023-04-17,379.75
12133,Свинина|шея|ЦФО,2023-04-17,360.5
12134,Свинина|шея|ЮФО,2023-04-17,377.5
12135,Говядина|вырезка|ВСЕ,2023-04-17,1147.47
12136,Говядина|грудинка|ВСЕ,2023-04-17,443.26
12137,Говядина|лопатка|ВСЕ,2023-04-17,443.11
12138,Говядина|полутуши|ВСЕ,2023-04-17,357.12
12139,Кура|бедро|ВСЕ,2023-04-17,149.08
12140,Кура|голень|ВСЕ,2023-04-17,153.11
12141,Кура|тушка|ВСЕ,2023-04-17,157.58
12142,Кура|филе бедра|ВСЕ,2023-04-17,243.47
12143,Кура|филе грудки|ВСЕ,2023-04-17,245.43
12144,Свинина|корейка|ВСЕ,2023-04-17,281.76
12145,Свинина|лопатка|ВСЕ,2023-04-17,226.62
12146,Свинина|окорок|ВСЕ,2023-04-17,243.32
12147,Свинина|полутуши|ВСЕ,2023-04-17,188.45
12148,Свинина|ребро|ВСЕ,2023-04-17,168.62
12149,Свинина|шея|ВСЕ,2023-04-17,377.83
12150,Говядина|вырезка|Москва,2023-04-24,1147.65
12151,Говядина|вырезка|ПФО,2023-04-24,1053.58
12152,Говядина|вырезка|СЗФО,2023-04-24,1129.0
12153,Говядина|вырезка|СФО,2023-04-24,995.0
12154,Говядина|вырезка|Санкт-Петербург,2023-04-24,1216.6
12155,Говядина|вырезка|УФО,2023-04-24,960.15
12156,Говядина|вырезка|ЦФО,2023-04-24,1067.45
12157,Говядина|вырезка|ЮФО,2023-04-24,1187.5
12158,Говядина|грудинка|Москва,2023-04-24,417.0
12159,Говядина|грудинка|ПФО,2023-04-24,510.07
12160,Говядина|грудинка|СЗФО,2023-04-24,473.33
12161,Говядина|грудинка|СФО,2023-04-24,470.0
12162,Говядина|грудинка|Санкт-Петербург,2023-04-24,560.0
12163,Говядина|грудинка|УФО,2023-04-24,423.25
12164,Говядина|грудинка|ЦФО,2023-04-24,390.0
12165,Говядина|грудинка|ЮФО,2023-04-24,385.0
12166,Говядина|лопатка|Москва,2023-04-24,447.56
12167,Говядина|лопатка|ПФО,2023-04-24,520.32
12168,Говядина|лопатка|СЗФО,2023-04-24,436.17
12169,Говядина|лопатка|СФО,2023-04-24,497.5
12170,Говядина|лопатка|Санкт-Петербург,2023-04-24,437.21
12171,Говядина|лопатка|УФО,2023-04-24,486.47
12172,Говядина|лопатка|ЦФО,2023-04-24,432.52
12173,Говядина|лопатка|ЮФО,2023-04-24,395.0
12174,Говядина|полутуши|Москва,2023-04-24,377.08
12175,Говядина|полутуши|ПФО,2023-04-24,343.98
12176,Говядина|полутуши|СЗФО,2023-04-24,320.83
12177,Говядина|полутуши|СФО,2023-04-24,307.68
12178,Говядина|полутуши|Санкт-Петербург,2023-04-24,397.5
12179,Говядина|полутуши|УФО,2023-04-24,325.74
12180,Говядина|полутуши|ЦФО,2023-04-24,328.27
12181,Говядина|полутуши|ЮФО,2023-04-24,312.5
12182,Кура|бедро|Москва,2023-04-24,155.19
12183,Кура|бедро|ПФО,2023-04-24,164.08
12184,Кура|бедро|СЗФО,2023-04-24,125.0
12185,Кура|бедро|СФО,2023-04-24,170.27
12186,Кура|бедро|Санкт-Петербург,2023-04-24,192.69
12187,Кура|бедро|УФО,2023-04-24,158.76
12188,Кура|бедро|ЦФО,2023-04-24,124.2
12189,Кура|бедро|ЮФО,2023-04-24,117.31
12190,Кура|голень|Москва,2023-04-24,158.32
12191,Кура|голень|ПФО,2023-04-24,162.84
12192,Кура|голень|СЗФО,2023-04-24,150.33
12193,Кура|голень|СФО,2023-04-24,173.62
12194,Кура|голень|Санкт-Петербург,2023-04-24,165.06
12195,Кура|голень|УФО,2023-04-24,176.11
12196,Кура|голень|ЦФО,2023-04-24,150.71
12197,Кура|голень|ЮФО,2023-04-24,141.28
12198,Кура|тушка|Москва,2023-04-24,174.24
12199,Кура|тушка|ПФО,2023-04-24,145.84
12200,Кура|тушка|СЗФО,2023-04-24,125.12
12201,Кура|тушка|СФО,2023-04-24,158.08
12202,Кура|тушка|Санкт-Петербург,2023-04-24,171.44
12203,Кура|тушка|УФО,2023-04-24,144.44
12204,Кура|тушка|ЦФО,2023-04-24,153.43
12205,Кура|тушка|ЮФО,2023-04-24,149.82
12206,Кура|филе бедра|Москва,2023-04-24,250.25
12207,Кура|филе бедра|ПФО,2023-04-24,269.75
12208,Кура|филе бедра|СЗФО,2023-04-24,220.67
12209,Кура|филе бедра|СФО,2023-04-24,254.0
12210,Кура|филе бедра|Санкт-Петербург,2023-04-24,247.5
12211,Кура|филе бедра|УФО,2023-04-24,270.68
12212,Кура|филе бедра|ЦФО,2023-04-24,242.83
12213,Кура|филе бедра|ЮФО,2023-04-24,218.0
12214,Кура|филе грудки|Москва,2023-04-24,249.8
12215,Кура|филе грудки|ПФО,2023-04-24,250.33
12216,Кура|филе грудки|СЗФО,2023-04-24,257.13
12217,Кура|филе грудки|СФО,2023-04-24,250.5
12218,Кура|филе грудки|Санкт-Петербург,2023-04-24,256.55
12219,Кура|филе грудки|УФО,2023-04-24,256.95
12220,Кура|филе грудки|ЦФО,2023-04-24,234.13
12221,Кура|филе грудки|ЮФО,2023-04-24,221.0
12222,Свинина|корейка|Москва,2023-04-24,282.17
12223,Свинина|корейка|ПФО,2023-04-24,274.15
12224,Свинина|корейка|СЗФО,2023-04-24,289.21
12225,Свинина|корейка|СФО,2023-04-24,292.75
12226,Свинина|корейка|Санкт-Петербург,2023-04-24,283.31
12227,Свинина|корейка|УФО,2023-04-24,300.6
12228,Свинина|корейка|ЦФО,2023-04-24,283.86
12229,Свинина|корейка|ЮФО,2023-04-24,295.38
12230,Свинина|лопатка|Москва,2023-04-24,233.71
12231,Свинина|лопатка|ПФО,2023-04-24,231.85
12232,Свинина|лопатка|СЗФО,2023-04-24,221.94
12233,Свинина|лопатка|СФО,2023-04-24,247.25
12234,Свинина|лопатка|Санкт-Петербург,2023-04-24,229.64
12235,Свинина|лопатка|УФО,2023-04-24,237.75
12236,Свинина|лопатка|ЦФО,2023-04-24,230.53
12237,Свинина|лопатка|ЮФО,2023-04-24,219.57
12238,Свинина|окорок|Москва,2023-04-24,246.2
12239,Свинина|окорок|ПФО,2023-04-24,263.05
12240,Свинина|окорок|СЗФО,2023-04-24,231.35
12241,Свинина|окорок|СФО,2023-04-24,258.45
12242,Свинина|окорок|Санкт-Петербург,2023-04-24,242.16
12243,Свинина|окорок|УФО,2023-04-24,252.32
12244,Свинина|окорок|ЦФО,2023-04-24,240.72
12245,Свинина|окорок|ЮФО,2023-04-24,230.67
12246,Свинина|полутуши|Москва,2023-04-24,209.34
12247,Свинина|полутуши|ПФО,2023-04-24,175.13
12248,Свинина|полутуши|СЗФО,2023-04-24,193.65
12249,Свинина|полутуши|СФО,2023-04-24,195.05
12250,Свинина|полутуши|Санкт-Петербург,2023-04-24,198.0
12251,Свинина|полутуши|УФО,2023-04-24,193.96
12252,Свинина|полутуши|ЦФО,2023-04-24,187.7
12253,Свинина|полутуши|ЮФО,2023-04-24,186.17
12254,Свинина|ребро|Москва,2023-04-24,178.37
12255,Свинина|ребро|ПФО,2023-04-24,155.57
12256,Свинина|ребро|СЗФО,2023-04-24,134.08
12257,Свинина|ребро|СФО,2023-04-24,217.07
12258,Свинина|ребро|Санкт-Петербург,2023-04-24,148.76
12259,Свинина|ребро|УФО,2023-04-24,186.43
12260,Свинина|ребро|ЦФО,2023-04-24,173.72
12261,Свинина|ребро|ЮФО,2023-04-24,196.5
12262,Свинина|шея|Москва,2023-04-24,404.44
12263,Свинина|шея|ПФО,2023-04-24,354.41
12264,Свинина|шея|СЗФО,2023-04-24,395.19
12265,Свинина|шея|СФО,2023-04-24,369.12
12266,Свинина|шея|Санкт-Петербург,2023-04-24,413.61
12267,Свинина|шея|УФО,2023-04-24,391.05
12268,Свинина|шея|ЦФО,2023-04-24,398.48
12269,Свинина|шея|ЮФО,2023-04-24,370.42
12270,Говядина|вырезка|ВСЕ,2023-04-24,1134.84
12271,Говядина|грудинка|ВСЕ,2023-04-24,438.5
12272,Говядина|лопатка|ВСЕ,2023-04-24,446.82
12273,Говядина|полутуши|ВСЕ,2023-04-24,337.7
12274,Кура|бедро|ВСЕ,2023-04-24,158.92
12275,Кура|голень|ВСЕ,2023-04-24,161.68
12276,Кура|тушка|ВСЕ,2023-04-24,167.85
12277,Кура|филе бедра|ВСЕ,2023-04-24,248.79
12278,Кура|филе грудки|ВСЕ,2023-04-24,248.44
12279,Свинина|корейка|ВСЕ,2023-04-24,284.7
12280,Свинина|лопатка|ВСЕ,2023-04-24,233.71
12281,Свинина|окорок|ВСЕ,2023-04-24,245.73
12282,Свинина|полутуши|ВСЕ,2023-04-24,196.12
12283,Свинина|ребро|ВСЕ,2023-04-24,174.68
12284,Свинина|шея|ВСЕ,2023-04-24,402.36
12285,Говядина|вырезка|Москва,2023-05-01,1151.26
12286,Говядина|вырезка|ПФО,2023-05-01,1079.0
12287,Говядина|вырезка|СЗФО,2023-05-01,1152.5
12288,Говядина|вырезка|СФО,2023-05-01,975.83
12289,Говядина|вырезка|Санкт-Петербург,2023-05-01,1219.54
12290,Говядина|вырезка|УФО,2023-05-01,942.14
12291,Говядина|вырезка|ЦФО,2023-05-01,1070.83
12292,Говядина|вырезка|ЮФО,2023-05-01,1225.0
12293,Говядина|грудинка|Москва,2023-05-01,425.4
12294,Говядина|грудинка|ПФО,2023-05-01,508.5
12295,Говядина|грудинка|СЗФО,2023-05-01,426.67
12296,Говядина|грудинка|СФО,2023-05-01,418.75
12297,Говядина|грудинка|Санкт-Петербург,2023-05-01,498.33
12298,Говядина|грудинка|УФО,2023-05-01,425.0
12299,Говядина|грудинка|ЦФО,2023-05-01,375.0
12300,Говядина|грудинка|ЮФО,2023-05-01,385.0
12301,Говядина|лопатка|Москва,2023-05-01,445.91
12302,Говядина|лопатка|ПФО,2023-05-01,527.67
12303,Говядина|лопатка|СЗФО,2023-05-01,439.15
12304,Говядина|лопатка|СФО,2023-05-01,497.5
12305,Говядина|лопатка|Санкт-Петербург,2023-05-01,438.13
12306,Говядина|лопатка|УФО,2023-05-01,495.5
12307,Говядина|лопатка|ЦФО,2023-05-01,427.84
12308,Говядина|лопатка|ЮФО,2023-05-01,395.0
12309,Говядина|полутуши|Москва,2023-05-01,376.75
12310,Говядина|полутуши|ПФО,2023-05-01,345.0
12311,Говядина|полутуши|СЗФО,2023-05-01,322.92
12312,Говядина|полутуши|СФО,2023-05-01,316.77
12313,Говядина|полутуши|Санкт-Петербург,2023-05-01,397.5
12314,Говядина|полутуши|УФО,2023-05-01,328.62
12315,Говядина|полутуши|ЦФО,2023-05-01,331.81
12316,Говядина|полутуши|ЮФО,2023-05-01,312.5
12317,Кура|бедро|Москва,2023-05-01,157.01
12318,Кура|бедро|ПФО,2023-05-01,164.88
12319,Кура|бедро|СЗФО,2023-05-01,129.5
12320,Кура|бедро|СФО,2023-05-01,167.82
12321,Кура|бедро|Санкт-Петербург,2023-05-01,197.6
12322,Кура|бедро|УФО,2023-05-01,156.99
12323,Кура|бедро|ЦФО,2023-05-01,129.46
12324,Кура|бедро|ЮФО,2023-05-01,122.89
12325,Кура|голень|Москва,2023-05-01,160.31
12326,Кура|голень|ПФО,2023-05-01,164.31
12327,Кура|голень|СЗФО,2023-05-01,153.0
12328,Кура|голень|СФО,2023-05-01,177.5
12329,Кура|голень|Санкт-Петербург,2023-05-01,168.23
12330,Кура|голень|УФО,2023-05-01,175.53
12331,Кура|голень|ЦФО,2023-05-01,152.2
12332,Кура|голень|ЮФО,2023-05-01,141.21
12333,Кура|тушка|Москва,2023-05-01,178.9
12334,Кура|тушка|ПФО,2023-05-01,150.02
12335,Кура|тушка|СЗФО,2023-05-01,127.77
12336,Кура|тушка|СФО,2023-05-01,160.72
12337,Кура|тушка|Санкт-Петербург,2023-05-01,176.59
12338,Кура|тушка|УФО,2023-05-01,141.41
12339,Кура|тушка|ЦФО,2023-05-01,156.03
12340,Кура|тушка|ЮФО,2023-05-01,159.11
12341,Кура|филе бедра|Москва,2023-05-01,254.19
12342,Кура|филе бедра|ПФО,2023-05-01,269.75
12343,Кура|филе бедра|СЗФО,2023-05-01,219.08
12344,Кура|филе бедра|СФО,2023-05-01,253.88
12345,Кура|филе бедра|Санкт-Петербург,2023-05-01,250.0
12346,Кура|филе бедра|УФО,2023-05-01,274.43
12347,Кура|филе бедра|ЦФО,2023-05-01,242.72
12348,Кура|филе бедра|ЮФО,2023-05-01,217.83
12349,Кура|филе грудки|Москва,2023-05-01,255.1
12350,Кура|филе грудки|ПФО,2023-05-01,253.67
12351,Кура|филе грудки|СЗФО,2023-05-01,262.07
12352,Кура|филе грудки|СФО,2023-05-01,250.55
12353,Кура|филе грудки|Санкт-Петербург,2023-05-01,255.65
12354,Кура|филе грудки|УФО,2023-05-01,257.86
12355,Кура|филе грудки|ЦФО,2023-05-01,237.3
12356,Кура|филе грудки|ЮФО,2023-05-01,212.67
12357,Свинина|корейка|Москва,2023-05-01,277.79
12358,Свинина|корейка|ПФО,2023-05-01,304.8
12359,Свинина|корейка|СЗФО,2023-05-01,290.1
12360,Свинина|корейка|СФО,2023-05-01,293.06
12361,Свинина|корейка|Санкт-Петербург,2023-05-01,282.63
12362,Свинина|корейка|УФО,2023-05-01,302.85
12363,Свинина|корейка|ЦФО,2023-05-01,277.33
12364,Свинина|корейка|ЮФО,2023-05-01,301.75
12365,Свинина|лопатка|Москва,2023-05-01,236.64
12366,Свинина|лопатка|ПФО,2023-05-01,246.71
12367,Свинина|лопатка|СЗФО,2023-05-01,223.06
12368,Свинина|лопатка|СФО,2023-05-01,247.02
12369,Свинина|лопатка|Санкт-Петербург,2023-05-01,231.18
12370,Свинина|лопатка|УФО,2023-05-01,239.25
12371,Свинина|лопатка|ЦФО,2023-05-01,227.49
12372,Свинина|лопатка|ЮФО,2023-05-01,218.43
12373,Свинина|окорок|Москва,2023-05-01,247.57
12374,Свинина|окорок|ПФО,2023-05-01,274.67
12375,Свинина|окорок|СЗФО,2023-05-01,233.4
12376,Свинина|окорок|СФО,2023-05-01,258.21
12377,Свинина|окорок|Санкт-Петербург,2023-05-01,240.6
12378,Свинина|окорок|УФО,2023-05-01,253.1
12379,Свинина|окорок|ЦФО,2023-05-01,238.26
12380,Свинина|окорок|ЮФО,2023-05-01,236.67
12381,Свинина|полутуши|Москва,2023-05-01,205.23
12382,Свинина|полутуши|ПФО,2023-05-01,176.14
12383,Свинина|полутуши|СЗФО,2023-05-01,196.61
12384,Свинина|полутуши|СФО,2023-05-01,193.02
12385,Свинина|полутуши|Санкт-Петербург,2023-05-01,195.2
12386,Свинина|полутуши|УФО,2023-05-01,197.67
12387,Свинина|полутуши|ЦФО,2023-05-01,187.37
12388,Свинина|полутуши|ЮФО,2023-05-01,187.17
12389,Свинина|ребро|Москва,2023-05-01,170.78
12390,Свинина|ребро|ПФО,2023-05-01,158.0
12391,Свинина|ребро|СЗФО,2023-05-01,134.21
12392,Свинина|ребро|СФО,2023-05-01,212.4
12393,Свинина|ребро|Санкт-Петербург,2023-05-01,154.34
12394,Свинина|ребро|УФО,2023-05-01,183.93
12395,Свинина|ребро|ЦФО,2023-05-01,168.04
12396,Свинина|ребро|ЮФО,2023-05-01,180.0
12397,Свинина|шея|Москва,2023-05-01,417.76
12398,Свинина|шея|ПФО,2023-05-01,365.33
12399,Свинина|шея|СЗФО,2023-05-01,406.81
12400,Свинина|шея|СФО,2023-05-01,376.97
12401,Свинина|шея|Санкт-Петербург,2023-05-01,423.18
12402,Свинина|шея|УФО,2023-05-01,402.35
12403,Свинина|шея|ЦФО,2023-05-01,395.31
12404,Свинина|шея|ЮФО,2023-05-01,363.33
12405,Говядина|вырезка|ВСЕ,2023-05-01,1138.59
12406,Говядина|грудинка|ВСЕ,2023-05-01,454.08
12407,Говядина|лопатка|ВСЕ,2023-05-01,450.68
12408,Говядина|полутуши|ВСЕ,2023-05-01,350.39
12409,Кура|бедро|ВСЕ,2023-05-01,160.32
12410,Кура|голень|ВСЕ,2023-05-01,162.04
12411,Кура|тушка|ВСЕ,2023-05-01,169.6
12412,Кура|филе бедра|ВСЕ,2023-05-01,256.83
12413,Кура|филе грудки|ВСЕ,2023-05-01,254.39
12414,Свинина|корейка|ВСЕ,2023-05-01,289.07
12415,Свинина|лопатка|ВСЕ,2023-05-01,234.78
12416,Свинина|окорок|ВСЕ,2023-05-01,247.5
12417,Свинина|полутуши|ВСЕ,2023-05-01,190.55
12418,Свинина|ребро|ВСЕ,2023-05-01,166.68
12419,Свинина|шея|ВСЕ,2023-05-01,410.75
12420,Говядина|вырезка|Москва,2023-05-08,1181.19
12421,Говядина|вырезка|ПФО,2023-05-08,1034.39
12422,Говядина|вырезка|СЗФО,2023-05-08,1176.0
12423,Говядина|вырезка|СФО,2023-05-08,956.67
12424,Говядина|вырезка|Санкт-Петербург,2023-05-08,1201.19
12425,Говядина|вырезка|УФО,2023-05-08,942.14
12426,Говядина|вырезка|ЦФО,2023-05-08,1074.2
12427,Говядина|вырезка|ЮФО,2023-05-08,1212.5
12428,Говядина|грудинка|Москва,2023-05-08,419.6
12429,Говядина|грудинка|ПФО,2023-05-08,510.07
12430,Говядина|грудинка|СЗФО,2023-05-08,380.0
12431,Говядина|грудинка|СФО,2023-05-08,367.5
12432,Говядина|грудинка|Санкт-Петербург,2023-05-08,415.0
12433,Говядина|грудинка|УФО,2023-05-08,425.0
12434,Говядина|грудинка|ЦФО,2023-05-08,360.0
12435,Говядина|грудинка|ЮФО,2023-05-08,385.0
12436,Говядина|лопатка|Москва,2023-05-08,446.12
12437,Говядина|лопатка|ПФО,2023-05-08,524.02
12438,Говядина|лопатка|СЗФО,2023-05-08,442.12
12439,Говядина|лопатка|СФО,2023-05-08,497.5
12440,Говядина|лопатка|Санкт-Петербург,2023-05-08,435.11
12441,Говядина|лопатка|УФО,2023-05-08,486.13
12442,Говядина|лопатка|ЦФО,2023-05-08,423.15
12443,Говядина|лопатка|ЮФО,2023-05-08,395.0
12444,Говядина|полутуши|Москва,2023-05-08,384.36
12445,Говядина|полутуши|ПФО,2023-05-08,347.5
12446,Говядина|полутуши|СЗФО,2023-05-08,325.0
12447,Говядина|полутуши|СФО,2023-05-08,325.85
12448,Говядина|полутуши|Санкт-Петербург,2023-05-08,422.5
12449,Говядина|полутуши|УФО,2023-05-08,327.31
12450,Говядина|полутуши|ЦФО,2023-05-08,335.36
12451,Говядина|полутуши|ЮФО,2023-05-08,312.5
12452,Кура|бедро|Москва,2023-05-08,164.37
12453,Кура|бедро|ПФО,2023-05-08,164.63
12454,Кура|бедро|СЗФО,2023-05-08,134.0
12455,Кура|бедро|СФО,2023-05-08,165.38
12456,Кура|бедро|Санкт-Петербург,2023-05-08,202.65
12457,Кура|бедро|УФО,2023-05-08,155.65
12458,Кура|бедро|ЦФО,2023-05-08,134.72
12459,Кура|бедро|ЮФО,2023-05-08,125.14
12460,Кура|голень|Москва,2023-05-08,166.02
12461,Кура|голень|ПФО,2023-05-08,168.18
12462,Кура|голень|СЗФО,2023-05-08,155.67
12463,Кура|голень|СФО,2023-05-08,181.37
12464,Кура|голень|Санкт-Петербург,2023-05-08,172.92
12465,Кура|голень|УФО,2023-05-08,175.54
12466,Кура|голень|ЦФО,2023-05-08,153.7
12467,Кура|голень|ЮФО,2023-05-08,147.08
12468,Кура|тушка|Москва,2023-05-08,179.28
12469,Кура|тушка|ПФО,2023-05-08,153.0
12470,Кура|тушка|СЗФО,2023-05-08,130.43
12471,Кура|тушка|СФО,2023-05-08,163.36
12472,Кура|тушка|Санкт-Петербург,2023-05-08,175.94
12473,Кура|тушка|УФО,2023-05-08,146.38
12474,Кура|тушка|ЦФО,2023-05-08,158.64
12475,Кура|тушка|ЮФО,2023-05-08,156.52
12476,Кура|филе бедра|Москва,2023-05-08,256.77
12477,Кура|филе бедра|ПФО,2023-05-08,269.75
12478,Кура|филе бедра|СЗФО,2023-05-08,217.5
12479,Кура|филе бедра|СФО,2023-05-08,253.75
12480,Кура|филе бедра|Санкт-Петербург,2023-05-08,241.67
12481,Кура|филе бедра|УФО,2023-05-08,267.27
12482,Кура|филе бедра|ЦФО,2023-05-08,242.6
12483,Кура|филе бедра|ЮФО,2023-05-08,217.67
12484,Кура|филе грудки|Москва,2023-05-08,261.3
12485,Кура|филе грудки|ПФО,2023-05-08,253.67
12486,Кура|филе грудки|СЗФО,2023-05-08,267.0
12487,Кура|филе грудки|СФО,2023-05-08,250.6
12488,Кура|филе грудки|Санкт-Петербург,2023-05-08,256.73
12489,Кура|филе грудки|УФО,2023-05-08,262.47
12490,Кура|филе грудки|ЦФО,2023-05-08,240.48
12491,Кура|филе грудки|ЮФО,2023-05-08,226.4
12492,Свинина|корейка|Москва,2023-05-08,280.68
12493,Свинина|корейка|ПФО,2023-05-08,282.89
12494,Свинина|корейка|СЗФО,2023-05-08,291.0
12495,Свинина|корейка|СФО,2023-05-08,293.38
12496,Свинина|корейка|Санкт-Петербург,2023-05-08,283.37
12497,Свинина|корейка|УФО,2023-05-08,300.88
12498,Свинина|корейка|ЦФО,2023-05-08,270.8
12499,Свинина|корейка|ЮФО,2023-05-08,308.12
12500,Свинина|лопатка|Москва,2023-05-08,236.85
12501,Свинина|лопатка|ПФО,2023-05-08,229.65
12502,Свинина|лопатка|СЗФО,2023-05-08,224.18
12503,Свинина|лопатка|СФО,2023-05-08,246.78
12504,Свинина|лопатка|Санкт-Петербург,2023-05-08,229.04
12505,Свинина|лопатка|УФО,2023-05-08,239.52
12506,Свинина|лопатка|ЦФО,2023-05-08,224.45
12507,Свинина|лопатка|ЮФО,2023-05-08,219.07
12508,Свинина|окорок|Москва,2023-05-08,249.76
12509,Свинина|окорок|ПФО,2023-05-08,264.76
12510,Свинина|окорок|СЗФО,2023-05-08,235.46
12511,Свинина|окорок|СФО,2023-05-08,257.97
12512,Свинина|окорок|Санкт-Петербург,2023-05-08,243.42
12513,Свинина|окорок|УФО,2023-05-08,253.72
12514,Свинина|окорок|ЦФО,2023-05-08,235.8
12515,Свинина|окорок|ЮФО,2023-05-08,232.26
12516,Свинина|полутуши|Москва,2023-05-08,211.28
